date,Alkalinity to pH 4.5 as CaCO3,Ammonia un-ionised as N,Nitrite as N,"Nitrogen, Total Oxidised as N","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",pH,date
2016-06-21,194.0,0.00072,0.0201,7.14,0.013,11.0,106.6,8.24,2016-06-21
2016-09-14,195.0,0.0009,0.0179,6.93,0.047,10.2,105.2,8.25,2016-09-14
2016-12-15,213.0,0.0005,0.0092,6.81,0.024,10.8,93.1,8.12,2016-12-15
2017-01-30,213.0,0.00047,0.007,6.08,0.013,11.5,97.5,8.19,2017-01-30
2017-04-28,192.0,0.00056,0.0089,7.4,0.01,12.4,110.6,8.33,2017-04-28
2017-07-07,189.0,0.00107,0.0239,6.16,0.019,10.7,116.5,8.24,2017-07-07
2017-10-27,210.0,0.00059,0.0174,5.92,0.081,9.51,86.4,8.22,2017-10-27
2018-02-08,211.0,0.00044,0.004,7.88,0.05,12.3,101.3,8.21,2018-02-08
2018-05-31,213.0,0.00078,0.0141,7.06,0.013,11.0,109.2,8.13,2018-05-31
2018-08-10,191.0,0.00065,0.0142,6.67,0.01,10.4,97.0,8.2,2018-08-10
2018-11-19,203.0,0.00041,0.0154,7.15,0.014,12.0,96.9,8.23,2018-11-19
2019-03-22,202.0,0.00054,0.0063,7.48,0.01,11.2,98.6,8.17,2019-03-22
2019-06-19,215.0,0.00075,0.0169,6.31,0.037,8.68,81.5,7.96,2019-06-19
2020-11-05,320.0,0.00051,0.0075,7.2,0.01,11.7,101.7,8.16,2020-11-05
2021-01-13,200.0,0.00047,0.0046,8.1,0.01,11.4,96.3,8.1,2021-01-13
2021-03-17,200.0,0.00047,0.0044,8.2,0.01,12.0,100.8,8.14,2021-03-17
2021-05-17,200.0,0.00059,0.012,7.5,0.013,11.2,102.1,8.25,2021-05-17
2021-07-19,200.0,0.00096,0.021,7.5,0.01,10.3,108.3,8.36,2021-07-19
2021-09-24,200.0,0.00067,0.0076,7.4,0.01,11.2,106.2,8.27,2021-09-24
2021-11-16,210.0,0.0005,0.0089,7.7,0.01,11.5,98.8,8.22,2021-11-16
2022-01-14,210.0,0.00039,0.0043,7.8,0.01,12.5,99.1,8.2,2022-01-14
2022-03-28,210.0,0.00049,0.0045,7.9,0.01,12.4,105.9,8.25,2022-03-28
2022-05-17,190.0,0.0008,0.011,7.4,0.01,11.8,118.0,8.31,2022-05-17
2022-08-19,190.0,0.0009,0.013,6.9,0.01,9.67,100.1,8.1,2022-08-19
2022-10-07,190.0,0.00067,0.0089,6.8,0.041,9.86,93.4,8.3,2022-10-07
2022-11-29,210.0,0.00049,0.0059,7.0,0.018,11.1,95.5,8.11,2022-11-29
2023-01-25,210.0,0.00044,0.0055,7.8,0.01,12.3,101.6,8.25,2023-01-25
2023-03-14,210.0,0.00044,0.0056,6.2,0.016,12.1,100.2,8.1,2023-03-14
2000-01-06,222.0,0.001,0.063,10.9,0.429,12.51,103.4,8.1,2000-01-06
2000-02-02,231.0,0.002,0.069,9.29,0.717,10.84,92.0,8.1,2000-02-02
2000-03-01,112.0,0.001,0.099,6.74,0.477,10.8,88.1,7.9,2000-03-01
2000-04-05,195.0,0.001,0.06,7.96,0.342,12.05,102.0,8.0,2000-04-05
2000-06-14,287.0,0.001,0.04,6.16,0.792,7.29,77.3,8.3,2000-06-14
2000-07-03,270.0,0.001,0.037,6.53,1.18,6.55,69.1,8.2,2000-07-03
2000-10-03,231.0,0.0007,0.034,8.01,0.97,8.54,81.8,8.1,2000-10-03
2000-10-26,133.0,0.0013,0.115,9.07,0.715,9.48,83.8,7.9,2000-10-26
2000-11-01,140.0,0.001,0.0817,7.2,0.49,9.4,78.5,7.8,2000-11-01
2000-11-23,276.0,0.0008,0.067,7.58,0.343,10.4,86.3,8.1,2000-11-23
2001-03-12,239.0,0.0014,0.0618,7.35,0.311,10.5,90.7,8.15,2001-03-12
2001-04-04,225.0,0.0034,0.0863,6.81,0.235,10.5,89.1,8.05,2001-04-04
2001-08-21,234.0,0.0011,0.0311,6.29,0.757,7.44,78.0,8.0,2001-08-21
2001-09-04,198.0,0.0006,0.0258,5.16,0.711,8.54,84.0,7.9,2001-09-04
2001-10-25,188.0,0.0008,0.0626,11.1,0.436,8.14,77.5,7.89,2001-10-25
2002-02-27,218.0,0.0007,0.034,6.22,0.21,11.3,91.8,8.1,2002-02-27
2002-04-30,205.0,0.0015,0.0728,6.57,0.46,11.9,108.1,8.25,2002-04-30
2002-07-03,251.0,0.001,0.0255,6.81,0.593,8.31,82.3,8.1,2002-07-03
2002-07-17,250.0,0.0004,0.0304,5.56,0.648,7.72,81.6,7.6,2002-07-17
2002-08-08,240.0,0.0018,0.0295,4.45,0.659,7.64,83.3,8.09,2002-08-08
2002-09-01,259.0,0.0009,0.0243,6.79,0.703,8.47,86.3,8.0,2002-09-01
2002-10-02,250.0,0.00127,0.0215,8.76,0.83,8.35,80.7,8.18,2002-10-02
2002-11-27,238.0,0.00041,0.0457,8.45,0.306,10.6,90.4,7.76,2002-11-27
2003-01-12,280.0,0.00061,0.0435,8.51,0.321,12.9,94.9,7.54,2003-01-12
2003-01-29,271.0,0.00084,0.0436,7.77,0.301,11.5,91.6,7.88,2003-01-29
2003-02-28,274.0,0.00048,0.0223,8.07,0.335,13.8,117.2,8.22,2003-02-28
2003-04-01,276.0,0.00191,0.0418,7.7,0.422,10.3,91.1,8.22,2003-04-01
2003-05-24,234.0,0.00112,0.0399,5.79,0.63,10.2,101.6,8.13,2003-05-24
2003-06-04,262.0,0.0011,0.215,5.54,0.753,9.03,95.4,8.05,2003-06-04
2003-06-25,237.0,0.00118,0.0298,5.24,0.88,8.07,90.1,8.16,2003-06-25
2003-07-04,240.0,0.00112,0.0314,5.92,0.894,8.63,91.0,8.1,2003-07-04
2003-07-14,255.0,0.00137,0.0216,5.16,0.843,9.12,106.0,8.2,2003-07-14
2003-07-29,237.0,0.00116,0.0232,5.68,0.939,7.97,84.8,8.07,2003-07-29
2003-08-29,266.0,0.00088,0.0246,5.58,0.934,8.12,86.1,7.95,2003-08-29
2003-10-14,270.0,0.00067,0.0277,8.07,1.17,10.7,101.3,8.08,2003-10-14
2003-10-23,248.0,0.00041,0.0328,10.5,1.12,11.0,89.0,8.22,2003-10-23
2003-10-27,238.0,0.00042,0.0582,12.5,1.16,12.4,100.8,8.19,2003-10-27
2004-02-09,180.0,0.00043,0.0373,12.0,0.287,11.8,100.7,7.9,2004-02-09
2007-01-04,191.0,0.00086,0.035,8.76,0.249,10.2,86.3,8.0,2007-01-04
2007-02-23,267.0,0.00053,0.0244,7.56,0.231,10.8,94.6,8.07,2007-02-23
2007-02-27,168.0,0.00051,0.0183,4.47,0.195,10.5,90.7,8.0,2007-02-27
2007-03-05,219.0,0.00086,0.0318,6.08,0.191,11.0,93.8,8.03,2007-03-05
2007-05-03,232.0,0.00081,0.0312,7.23,0.374,8.71,82.7,8.09,2007-05-03
2007-06-01,180.0,0.00097,0.0362,4.19,0.235,9.13,95.2,7.99,2007-06-01
2007-07-06,252.0,0.00096,0.0167,2.75,0.338,7.95,81.5,8.1,2007-07-06
2007-08-01,269.0,0.00092,0.0177,3.33,0.313,8.16,84.9,8.0,2007-08-01
2007-08-31,303.0,0.00064,0.0141,6.38,0.385,8.8,87.9,7.9,2007-08-31
2007-10-05,248.0,0.00063,0.0203,7.78,0.503,9.66,89.9,8.0,2007-10-05
2007-10-30,294.0,0.00059,0.0199,6.91,0.351,10.1,91.7,8.1,2007-10-30
2007-11-29,286.0,0.00098,0.0313,7.36,0.284,11.1,94.9,8.1,2007-11-29
2008-01-08,266.0,0.00063,0.0369,6.88,0.228,11.9,93.4,8.07,2008-01-08
2008-01-31,277.0,0.00072,0.0293,7.71,0.255,11.8,97.0,8.1,2008-01-31
2008-02-28,264.0,0.00044,0.0151,7.63,0.222,13.1,108.0,8.4,2008-02-28
2008-04-02,260.0,0.00068,0.0185,6.13,0.235,11.1,98.9,8.2,2008-04-02
2008-04-29,263.0,0.00066,0.0279,6.26,0.239,11.6,109.7,8.4,2008-04-29
2008-05-30,210.0,0.00298,0.126,7.16,0.306,8.94,88.9,7.9,2008-05-30
2008-07-01,263.0,0.00108,0.0247,6.95,0.405,9.09,99.1,8.2,2008-07-01
2008-07-29,258.0,0.00113,0.0239,6.8,0.488,7.99,88.0,8.1,2008-07-29
2008-08-29,260.0,0.00104,0.0185,6.87,0.552,8.74,94.2,8.16,2008-08-29
2008-10-01,261.0,0.00066,0.0142,6.49,0.437,9.67,91.2,8.1,2008-10-01
2008-10-28,268.0,0.00049,0.0208,6.04,0.64,10.4,89.6,8.2,2008-10-28
2008-11-25,274.0,0.00059,0.0249,5.73,0.282,11.5,90.2,8.2,2008-11-25
2009-01-29,247.0,0.00058,0.0257,5.9,0.203,11.3,90.9,8.15,2009-01-29
2009-02-15,224.0,0.00035,0.0255,5.51,0.209,11.8,89.1,7.85,2009-02-15
2009-03-09,280.0,0.00046,0.0187,6.58,0.208,12.2,102.0,8.3,2009-03-09
2009-04-08,243.0,0.00056,0.0412,7.7,0.269,10.6,94.5,8.21,2009-04-08
2009-05-10,256.0,0.00114,0.0423,8.06,0.394,9.97,92.8,8.19,2009-05-10
2009-06-05,275.0,0.00175,0.03,6.42,0.636,8.76,89.0,8.3,2009-06-05
2009-07-04,215.0,0.00171,0.0436,5.2,0.653,7.8,87.5,7.91,2009-07-04
2009-07-31,233.0,0.00096,0.02,6.0,0.644,9.67,101.8,8.25,2009-07-31
2009-08-28,254.0,0.00089,0.0178,7.38,0.665,8.57,88.2,8.17,2009-08-28
2009-10-17,237.0,0.00058,0.0242,8.12,0.841,10.9,98.6,8.08,2009-10-17
2009-11-10,227.0,0.00044,0.0227,8.79,0.653,10.6,87.1,8.1,2009-11-10
2009-11-25,191.0,0.00054,0.0278,11.6,0.425,9.62,85.0,8.05,2009-11-25
2010-01-18,125.0,0.00049,0.0208,6.27,0.299,12.3,96.5,7.96,2010-01-18
2010-02-16,263.0,0.0006,0.033,7.59,0.303,12.3,96.4,8.24,2010-02-16
2010-03-08,266.0,0.00063,0.0222,7.03,0.204,11.8,90.0,8.1,2010-03-08
2013-01-08,305.0,0.00082,0.0534,5.96,0.283,8.0,69.0,8.01,2013-01-08
2013-04-11,266.0,0.00049,0.0196,7.2,0.142,11.7,100.6,8.54,2013-04-11
2013-07-17,262.0,0.00119,0.0177,4.48,0.799,6.72,75.2,8.01,2013-07-17
2013-10-04,248.0,0.00065,0.0144,7.7,0.816,7.54,76.3,7.89,2013-10-04
2014-04-02,261.0,0.00061,0.0188,6.68,0.172,11.4,105.0,8.25,2014-04-02
2014-05-21,257.0,0.00091,0.0216,7.49,0.35,7.34,76.2,8.26,2014-05-21
2014-08-20,221.0,0.00085,0.0106,5.74,0.482,7.38,75.2,8.11,2014-08-20
2014-11-10,224.0,0.00049,0.0118,8.55,0.578,9.12,78.3,8.12,2014-11-10
2015-03-06,261.0,0.00044,0.0151,7.79,0.229,12.5,103.2,8.28,2015-03-06
2015-06-12,229.0,0.00079,0.0246,12.2,0.632,7.85,79.3,7.98,2015-06-12
2015-09-24,170.0,0.00069,0.0128,8.3,0.58,6.81,66.1,7.95,2015-09-24
2015-12-04,239.0,0.00054,0.0103,9.53,0.493,9.76,86.1,8.07,2015-12-04
2016-01-20,250.0,0.001,0.0446,9.17,0.253,11.4,87.1,8.1,2016-01-20
2016-04-14,248.0,0.00072,0.0096,6.63,0.177,11.0,106.4,8.42,2016-04-14
2016-07-22,242.0,0.00118,0.0224,10.1,0.539,7.83,87.4,8.1,2016-07-22
2016-11-25,185.0,0.00054,0.0451,14.4,0.349,9.37,78.5,7.97,2016-11-25
2017-02-17,240.0,0.00046,0.0311,11.1,0.214,11.6,97.5,8.12,2017-02-17
2017-05-11,238.0,0.00086,0.0273,12.3,0.417,9.46,92.9,8.16,2017-05-11
2019-04-05,245.0,0.00048,0.008,9.6,0.28,11.2,95.6,8.59,2019-04-05
2019-05-23,237.0,0.00088,0.0268,10.9,0.679,8.06,82.8,8.22,2019-05-23
2019-06-18,197.0,0.00079,0.0223,8.3,0.535,7.52,75.8,7.98,2019-06-18
2019-07-03,240.0,0.00094,0.021,9.6,0.67,6.94,72.6,8.05,2019-07-03
2019-08-19,200.0,0.00046,0.013,11.0,0.71,6.42,67.8,7.67,2019-08-19
2019-09-09,220.0,0.0007,0.0096,13.0,0.65,8.69,83.3,8.05,2019-09-09
2019-10-22,220.0,0.00035,0.011,9.6,0.44,8.07,79.6,7.65,2019-10-22
2019-11-18,184.0,0.00033,0.0247,8.17,0.268,9.91,81.0,7.89,2019-11-18
2019-12-13,220.0,0.00043,0.022,10.0,0.28,10.3,84.4,8.07,2019-12-13
2020-01-07,260.0,0.00045,0.032,9.2,0.24,8.92,74.2,8.2,2020-01-07
2020-02-20,200.0,0.00044,0.03,6.0,0.16,11.5,94.9,8.17,2020-02-20
2020-03-05,220.0,0.0004,0.016,5.9,0.12,12.2,97.4,8.18,2020-03-05
2020-11-18,210.0,0.0004,0.024,5.8,0.23,9.9,90.2,7.83,2020-11-18
2020-12-10,270.0,0.00039,0.021,8.2,0.24,10.7,85.3,8.08,2020-12-10
2021-01-05,280.0,0.00044,0.037,8.7,0.21,12.2,93.7,8.23,2021-01-05
2021-02-09,220.0,0.00028,0.012,5.3,0.12,14.7,103.4,8.4,2021-02-09
2021-03-16,260.0,0.00053,0.013,8.2,0.19,11.7,102.5,8.26,2021-03-16
2021-04-08,260.0,0.00041,0.012,10.0,0.28,12.1,98.0,8.36,2021-04-08
2021-05-12,220.0,0.00076,0.022,7.8,0.31,11.6,113.7,8.3,2021-05-12
2021-06-14,260.0,0.00175,0.031,9.8,0.46,8.2,94.2,8.13,2021-06-14
2021-07-12,230.0,0.00097,0.015,7.8,0.47,8.21,86.6,8.15,2021-07-12
2021-08-18,230.0,0.00092,0.015,9.2,0.51,8.73,91.4,7.99,2021-08-18
2021-09-16,220.0,0.0009,0.016,13.0,0.73,8.61,89.0,8.02,2021-09-16
2021-10-15,240.0,0.00067,0.01,10.0,0.55,9.15,86.7,8.05,2021-10-15
2021-11-01,250.0,0.00049,0.0092,6.9,0.42,9.03,81.3,7.93,2021-11-01
2021-12-13,220.0,0.00046,0.025,11.0,0.34,10.5,88.1,8.01,2021-12-13
2022-01-14,260.0,0.00037,0.024,9.5,0.25,12.0,93.1,8.12,2022-01-14
2022-02-07,260.0,0.00041,0.015,11.0,0.3,10.7,86.6,8.31,2022-02-07
2022-03-10,290.0,0.00052,0.015,8.0,0.2,11.6,101.4,8.28,2022-03-10
2022-04-06,250.0,0.0006,0.012,11.0,0.23,12.7,116.3,8.58,2022-04-06
2022-05-03,240.0,0.00063,0.016,11.0,0.48,9.63,89.6,8.11,2022-05-03
2022-06-09,200.0,0.00065,0.038,10.0,0.59,8.21,83.9,7.87,2022-06-09
2022-07-12,220.0,0.00117,0.022,11.0,0.7,7.66,85.3,8.0,2022-07-12
2022-08-11,230.0,0.00108,0.021,16.0,0.76,7.47,81.2,8.07,2022-08-11
2022-11-14,220.0,0.00062,0.011,11.0,0.5,8.96,82.6,8.08,2022-11-14
2022-12-14,250.0,0.00079,0.017,14.0,0.4,13.6,95.0,8.29,2022-12-14
2023-01-24,240.0,0.00042,0.031,9.3,0.2,13.1,94.4,8.18,2023-01-24
2023-02-10,250.0,0.00033,0.017,11.0,0.25,13.1,98.3,8.25,2023-02-10
2023-03-15,230.0,0.00044,0.019,8.3,0.19,11.5,95.2,8.2,2023-03-15
2003-12-17,198.0,8e-05,0.0472,12.1,0.05,8.06,63.3,7.31,2003-12-17
2007-01-23,201.0,0.00067,0.004,14.3,0.155,11.4,92.4,7.6,2007-01-23
2007-02-19,226.0,0.00039,0.004,12.4,0.02,11.5,103.0,7.84,2007-02-19
2007-03-20,205.0,0.00046,0.004,13.0,0.02,11.9,99.9,8.02,2007-03-20
2007-04-20,223.0,0.00057,0.0096,10.3,0.02,11.5,103.6,8.03,2007-04-20
2007-05-24,217.0,0.00078,0.0164,9.18,0.02,10.4,105.2,7.97,2007-05-24
2007-06-18,250.0,0.00078,0.0222,8.47,0.02,8.87,84.8,8.06,2007-06-18
2007-08-21,259.0,0.00022,0.0368,5.42,0.02,6.39,60.8,7.5,2007-08-21
2007-09-11,240.0,0.0007,0.0137,8.99,0.02,11.5,109.7,8.1,2007-09-11
2007-09-18,240.0,0.0003,0.0122,9.27,0.02,11.0,98.0,7.74,2007-09-18
2007-10-22,243.0,0.00032,0.0146,8.56,0.065,11.2,97.0,7.8,2007-10-22
2007-11-01,254.0,0.00054,0.0135,8.92,0.02,10.3,91.0,8.02,2007-11-01
2007-11-22,240.0,0.00071,0.0217,7.73,0.074,10.5,89.8,8.03,2007-11-22
2008-01-25,222.0,0.00024,0.0053,12.3,0.02,11.0,93.1,7.7,2008-01-25
2008-02-18,226.0,0.00033,0.004,11.2,0.023,11.9,97.4,7.88,2008-02-18
2008-03-19,245.0,0.00047,0.0042,10.6,0.02,11.8,99.7,8.0,2008-03-19
2008-04-23,249.0,0.00054,0.0097,9.46,0.02,11.2,99.0,8.53,2008-04-23
2008-05-21,238.0,0.00055,0.0106,8.28,0.02,9.67,86.0,8.1,2008-05-21
2008-06-18,231.0,0.00062,0.0099,8.46,0.02,10.5,97.4,8.13,2008-06-18
2008-07-22,233.0,0.00071,0.0101,8.2,0.02,11.6,111.3,8.07,2008-07-22
2008-08-19,247.0,0.00067,0.0119,7.35,0.02,9.96,94.3,8.17,2008-08-19
2008-09-18,243.0,0.00033,0.0051,10.3,0.02,11.2,111.1,7.62,2008-09-18
2008-10-22,252.0,0.00045,0.0087,8.44,0.02,11.4,95.0,8.26,2008-10-22
2008-11-17,242.0,0.00049,0.0074,9.95,0.02,10.5,91.0,7.98,2008-11-17
2008-12-04,251.0,0.00042,0.0062,9.37,0.02,12.2,99.2,8.01,2008-12-04
2009-01-11,241.0,0.00037,0.0108,9.55,0.117,11.9,96.3,7.95,2009-01-11
2009-02-13,248.0,0.00031,0.004,10.3,0.02,11.3,94.4,7.83,2009-02-13
2009-03-03,250.0,0.00051,0.004,10.6,0.02,11.4,98.5,8.01,2009-03-03
2009-04-03,229.0,0.00059,0.0069,8.69,0.02,13.1,119.0,8.16,2009-04-03
2009-04-30,237.0,0.00058,0.0144,7.5,0.02,10.1,91.8,8.0,2009-04-30
2009-05-27,232.0,0.00064,0.0182,6.19,0.02,10.4,96.9,8.03,2009-05-27
2009-06-25,227.0,0.00093,0.0271,4.49,0.02,7.39,73.1,8.03,2009-06-25
2009-08-01,222.0,0.00024,0.0098,0.38,0.02,4.05,39.0,7.38,2009-08-01
2009-08-14,253.0,0.00081,0.009,4.46,0.02,8.34,83.5,8.11,2009-08-14
2009-09-22,225.0,0.00039,0.0328,1.85,0.02,5.66,54.2,7.75,2009-09-22
2009-10-26,209.0,0.00049,0.004,0.2,0.02,5.42,50.0,7.9,2009-10-26
2009-11-30,216.0,0.00046,0.01,10.0,0.07,10.8,90.3,8.08,2009-11-30
2010-01-19,260.0,0.0004,0.004,10.2,0.02,11.4,98.9,7.9,2010-01-19
2010-02-09,242.0,0.00042,0.004,10.6,0.02,12.5,105.7,7.95,2010-02-09
2010-03-03,244.0,0.00046,0.004,9.88,0.02,12.8,107.5,8.04,2010-03-03
2010-03-29,241.0,0.00052,0.004,8.55,0.02,10.8,94.8,8.01,2010-03-29
2013-01-07,238.0,0.00049,0.0047,11.2,0.02,9.21,80.4,7.97,2013-01-07
2013-01-28,244.0,0.00036,0.0056,9.45,0.02,11.0,91.5,7.9,2013-01-28
2013-03-14,241.0,0.00048,0.004,8.98,0.02,10.5,89.0,8.18,2013-03-14
2013-04-12,239.0,0.0005,0.004,9.38,0.02,10.3,88.8,8.07,2013-04-12
2013-05-14,246.0,0.0005,0.0088,7.3,0.02,10.5,90.7,8.17,2013-05-14
2013-05-30,247.0,0.00059,0.0107,6.88,0.02,8.39,76.4,8.03,2013-05-30
2013-07-18,242.0,0.00079,0.0189,5.2,0.02,8.84,91.0,7.95,2013-07-18
2013-08-05,235.0,0.00089,0.0131,4.37,0.02,8.37,86.1,8.01,2013-08-05
2013-09-11,223.0,0.00027,0.0189,0.71,0.02,5.07,47.8,7.61,2013-09-11
2013-10-08,223.0,0.00022,0.0277,0.2,0.02,3.16,30.3,7.48,2013-10-08
2013-11-13,248.0,0.00046,0.0041,9.75,0.02,9.52,79.7,8.01,2013-11-13
2013-11-27,242.0,0.00044,0.004,10.2,0.02,8.99,78.5,7.93,2013-11-27
2014-01-10,223.0,0.00044,0.0042,10.9,0.02,9.2,75.9,8.19,2014-01-10
2014-02-04,230.0,0.00046,0.004,10.0,0.02,11.1,92.5,8.43,2014-02-04
2014-03-05,230.0,0.00036,0.004,9.97,0.02,9.87,84.5,7.86,2014-03-05
2014-04-08,234.0,0.00048,0.0047,7.63,0.02,10.3,87.7,8.26,2014-04-08
2014-05-06,239.0,0.0007,0.0072,6.27,0.02,11.4,109.5,8.21,2014-05-06
2014-06-03,249.0,0.00061,0.0094,6.0,0.02,10.2,95.8,7.97,2014-06-03
2014-07-01,242.0,0.00064,0.0105,5.61,0.02,8.75,81.8,8.3,2014-07-01
2014-08-12,244.0,0.00069,0.0101,4.4,0.02,8.28,79.1,8.0,2014-08-12
2014-09-03,238.0,0.00065,0.01,4.17,0.02,7.22,69.5,7.96,2014-09-03
2014-10-01,230.0,0.00046,0.0107,3.42,0.01,7.67,75.4,7.78,2014-10-01
2014-11-12,243.0,0.0005,0.0093,5.84,0.01,8.76,78.3,7.95,2014-11-12
2014-11-26,241.0,0.0004,0.0046,8.49,0.012,9.94,87.6,7.87,2014-11-26
2015-01-06,249.0,0.00044,0.004,9.43,0.011,9.53,83.4,7.92,2015-01-06
2015-02-17,237.0,0.00041,0.004,9.36,0.01,10.3,83.9,7.98,2015-02-17
2015-03-03,244.0,0.00046,0.004,9.15,0.01,10.2,85.4,8.14,2015-03-03
2015-04-15,242.0,0.00054,0.0068,6.67,0.01,10.0,88.4,8.07,2015-04-15
2015-05-07,242.0,0.00061,0.0102,5.83,0.01,11.8,108.4,8.1,2015-05-07
2015-06-12,253.0,0.00048,0.0154,4.84,0.01,7.83,75.3,7.83,2015-06-12
2015-07-30,200.0,0.00047,0.0193,0.52,0.011,4.73,44.9,7.67,2015-07-30
2015-08-19,189.0,0.00029,0.004,0.2,0.018,5.63,54.3,7.6,2015-08-19
2015-09-02,204.0,0.0002,0.0043,0.2,0.013,4.26,40.7,7.46,2015-09-02
2015-10-02,211.0,0.00014,0.004,0.2,0.044,4.57,42.9,7.32,2015-10-02
2015-11-04,211.0,0.00021,0.004,0.2,0.019,1.31,12.0,7.54,2015-11-04
2015-11-25,256.0,0.00036,0.0048,7.57,0.01,10.4,91.3,7.83,2015-11-25
2016-01-06,230.0,0.00031,0.0052,10.8,0.02,9.47,82.9,7.77,2016-01-06
2016-02-10,230.0,0.00033,0.004,10.1,0.011,10.6,88.7,7.85,2016-02-10
2016-04-06,235.0,0.0005,0.004,8.93,0.01,12.0,105.4,7.98,2016-04-06
2016-05-04,238.0,0.00045,0.0075,8.02,0.01,11.1,98.3,7.92,2016-05-04
2016-06-03,242.0,0.00061,0.0116,6.6,0.01,10.2,93.9,7.99,2016-06-03
2016-08-25,249.0,0.00066,0.0133,4.09,0.01,8.53,85.5,7.91,2016-08-25
2016-10-20,233.0,0.00028,0.0206,1.15,0.015,4.03,36.6,7.51,2016-10-20
2016-12-02,259.0,0.00038,0.0075,7.54,0.01,9.39,80.2,7.89,2016-12-02
2016-12-10,245.0,0.00052,0.0098,6.92,0.012,9.43,84.7,7.96,2016-12-10
2017-01-06,249.0,0.00046,0.0064,7.65,0.011,11.0,92.4,8.2,2017-01-06
2017-03-15,241.0,0.00036,0.004,9.12,0.01,11.0,97.7,7.81,2017-03-15
2017-04-12,247.0,0.00055,0.0048,7.79,0.01,11.1,98.2,8.19,2017-04-12
2017-05-03,241.0,0.00054,0.0092,6.51,0.01,11.5,101.7,8.13,2017-05-03
2017-07-19,226.0,0.00103,0.0222,3.51,0.01,5.12,53.7,7.83,2017-07-19
2018-03-28,237.0,0.00052,0.004,10.1,0.01,11.4,100.6,7.98,2018-03-28
2018-04-12,234.0,0.00035,0.004,10.8,0.01,9.65,84.2,7.82,2018-04-12
2018-05-16,238.0,0.00063,0.0087,8.23,0.01,9.2,85.4,8.09,2018-05-16
2018-06-06,253.0,0.00062,0.0095,7.27,0.01,9.07,83.8,8.01,2018-06-06
2018-07-18,245.0,0.00077,0.0151,5.42,0.01,8.9,87.7,8.12,2018-07-18
2018-08-01,233.0,0.00078,0.0141,4.55,0.01,7.02,69.5,8.04,2018-08-01
2018-09-06,194.0,0.00054,0.0248,0.99,0.011,3.86,38.5,7.74,2018-09-06
2018-10-12,183.0,0.00045,0.004,0.2,0.01,3.8,36.6,7.8,2018-10-12
2018-12-12,255.0,0.00052,0.0044,9.17,0.01,10.0,87.2,8.15,2018-12-12
2018-12-17,234.0,0.00028,0.004,9.68,0.01,10.1,86.8,7.75,2018-12-17
2019-01-18,237.0,0.00033,0.005,9.65,0.01,10.7,88.9,7.86,2019-01-18
2019-02-15,247.0,0.0004,0.004,10.7,0.013,12.0,102.1,7.92,2019-02-15
2019-03-25,234.0,0.00049,0.004,9.99,0.01,10.4,89.4,8.04,2019-03-25
2019-05-30,245.0,0.00065,0.0155,6.1,0.01,8.93,83.8,8.06,2019-05-30
2019-07-02,248.0,0.00068,0.009,7.0,0.01,9.38,89.2,8.06,2019-07-02
2019-10-24,230.0,0.00041,0.01,11.0,0.01,8.78,79.0,7.85,2019-10-24
2019-11-08,240.0,0.00024,0.0074,10.7,0.01,8.18,70.2,7.69,2019-11-08
2019-11-22,238.0,0.00026,0.0074,10.9,0.01,9.44,81.8,7.7,2019-11-22
2019-12-05,240.0,0.00034,0.0047,11.0,0.014,8.7,73.4,7.86,2019-12-05
2019-12-18,240.0,0.00036,0.0057,10.0,0.027,10.3,88.2,7.86,2019-12-18
2020-01-22,240.0,0.0005,0.004,11.0,0.01,9.43,81.3,8.04,2020-01-22
2020-02-06,240.0,0.00044,0.004,10.0,0.01,10.4,89.4,7.95,2020-02-06
2020-02-26,230.0,0.00042,0.004,11.0,0.01,11.8,100.5,7.94,2020-02-26
2020-03-11,240.0,0.00039,0.0044,9.9,0.01,11.2,98.8,7.85,2020-03-11
2021-01-12,240.0,0.00032,0.004,11.0,0.01,10.7,94.2,7.78,2021-01-12
2021-02-18,220.0,0.00034,0.004,8.5,0.019,11.8,102.5,7.81,2021-02-18
2021-03-17,230.0,0.0005,0.004,8.9,0.01,11.5,99.4,8.05,2021-03-17
2021-04-07,240.0,0.00041,0.004,8.0,0.01,10.4,84.4,8.06,2021-04-07
2021-05-18,230.0,0.00058,0.0082,6.4,0.01,10.5,95.6,8.09,2021-05-18
2021-06-11,250.0,0.00041,0.014,7.8,0.01,9.38,88.6,7.79,2021-06-11
2021-07-12,250.0,0.00049,0.013,5.9,0.028,8.94,84.1,7.87,2021-07-12
2021-08-11,250.0,0.00056,0.011,4.5,0.01,8.5,82.3,7.89,2021-08-11
2021-09-06,230.0,0.00034,0.014,3.3,0.01,6.7,67.6,7.6,2021-09-06
2021-11-08,250.0,0.00043,0.0048,7.0,0.015,10.4,91.9,7.9,2021-11-08
2021-11-24,250.0,0.00049,0.0067,6.8,0.01,10.7,93.5,7.97,2021-11-24
2021-12-14,250.0,0.00041,0.0067,7.8,0.01,10.4,91.7,7.88,2021-12-14
2022-01-17,250.0,0.0003,0.004,9.9,0.01,11.2,95.0,7.8,2022-01-17
2022-02-25,250.0,0.00038,0.004,9.4,0.01,11.7,98.8,7.91,2022-02-25
